Fluorescence_intensity_R_0_1202
32.8
18.3
81.7
6.2
40.6
68
28
53.2
37.2
27.1
60.9
69.4
43.6
45.4
47.3
59.5
66.1
2.5
61.8
78.8
27.9
49.9
72.2
6.5
59.9
28.4
18.1
32.5
27.5
49
19.8
14.8
68.8
30
30.7
44.1
43.8
52.4
27.7
21.3
63
32.5
47.1
15.5
31.4
3.2
45.6
62.7
60.9
38.2
18.1
12.4
5.5
16.5
60.4
46.2
32.1
16.9
25.2
20.4
30.2
14.7
19.6
17.5
54.3
56.3
66.5
53.9
25.6
38.2
28.4
53
13.4
64.4
61.3
30.7
2.5
52.6
33.3
18.2
28.1
4.6
63.9
19
19
67.2
81
12.2
69.6
38.9
12.1
29.3
7
46.4
2.4
23.1
59.1
50.1
5.1
57.6
43.4
71.7
31.7
3.3
10.2
7
20
32.2
47.4
28.4
31.5
18.1
34.8
48.6
56.6
33
10.9
51.9
19.5
21.8
25
51.3
3.3
44.2
31.8
51.2
63.7
15.8
34.1
33.3
42.4
10
24.1
58.1
49.2
38.1
74.4
68.8
4.8
57.2
12.3
34.6
69.7
27.4
44.7
68.7
64.8
6.6
47.5
66
45.5
74.6
41.4
66.6
47.3
58.8
41.3
1.7
50.9
35.9
22
29.8
98.7
87.1
7.1
68.6
5.5
17
68.3
32.6
30
49
52.3
17.2
19.2
54.4
59.2
20.7
37.8
23.1
13.2
22.8
7.7
65.1
17.7
27.1
37.5
70.9
51.5
24.2
43.9
14.1
39.6
46.2
25.6
16
3
1.7
24.3
11.2
52.5
28.5
21.5
42
15.3
2.3
35.1
32.8
30.4
32.9
99
82.9
8.5
18.3
38.3
33.9
57.8
66.2
64.3
26.7
16.3
68.4
37.5
3.7
78.5
33.3
23.8
17.4
14.6
16
38.7
44.3
50.5
54.5
67.5
58.3
88.3
25.4
35.5
17.7
55.7
72.6
14
43
63.6
40.1
49.2
62.1
58.7
30
67.2
60.4
10.2
21.7
35.8
33.8
54.6
53.9
33.5
23.3
28.7
45.9
63.6
2.8
90.2
34.7
12.4
23.9
2.5
16.6
22.9
56.5
34.7
57.3
4.8
47.5
56
17.1
12.5
19
33.2
38.9
13
19.5
52.6
50.8
46.7
65
55.1
30.5
32.1
11.4
10
93
89.2
24
69.6
85.4
16
49.4
66.4
5.7
62.8
27.4
54.1
37.6
3.3
9.8
61.2
11.5
33.1
46.6
32
66.4
6.7
7.2
21.4
16.9
66.9
50.6
11.7
36.2
12.7
68.4
77.1
51.3
35.9
47.8
9
44.6
14.3
49.7
57.8
51.3
37
15.7
35.6
35.2
23.9
28.1
88.1
39.6
4.4
42.5
4.5
55.7
47.8
40.3
85.6
92.5
60
76.9
70.2
73.4
25.8
44.1
9.9
58.5
50.9
42
69.8
79.6
70.1
51.2
35.5
41.6
72.4
20.1
60.8
13.2
97.8
66.6
18
34
36.1
57.4
70.5
22.9
18.7
30.6
51.1
63.4
21.6
45.7
25.7
86.5
66.6
20
10.3
97.8
59.8
48.7
13.4
52.3
23.5
75.7
21.8
26.5
71.3
35.7
51.4
26.7
69.7
42.2
59
40.7
30.4
68.1
29.3
7.6
31.5
69.7
23.7
60.2
9.8
9.5
53.3
19.8
33
31.4
52.9
25.7
25.2
25.3
63.4
7.2
9.7
40.4
30.6
73.3
51
56.5
27.8
51.2
6.6
17.8
35.1
31.1
51
35.3
26.4
55.4
4.6
34.6
35
34.2
50.9
12.5
43.5
98.2
50.3
8.1
60.8
50.7
52.3
63.8
29.7
66.5
78.8
42.9
48.1
54.5
32.6
50.6
7.2
26.6
52.7
17.5
22.5
50.6
53.4
29.3
36.9
41.3
54.4
3.7
65.3
43.7
58.5
16.1
5.5
26.7
41.3
34.2
23.5
31.6
45.3
80.3
61
27.8
11.4
27.6
6.6
44.5
69.9
8.5
10.8
64.8
19.9
7
52.4
48.6
41.6
61.7
42.3
20
50.4
69.6
17
49.4
19
46
37.5
25.1
48.9
52.1
39.9
18.6
16.9
23.4
66.8
86
39.6
45
17.8
39.3
19.1
2.6
32.1
37.4
48.5
8
29.8
58.1
14.3
35.1
54.7
64.2
29.6
76.5
3.5
13
53.5
25.7
17.2
23.7
23.8
77.5
59.3
47.4
49.4
66
37.5
51
76.3
34.7
47.1
33
45.9
19.9
34.8
55.2
32.5
49
1.9
48.8
70.1
65.2
77.9
27.5
25.5
38
41.8
50
35.3
3.6
36.1
26.4
53
6.1
7.2
44
67.1
2.8
31.4
16.6
74.7
51.7
44.4
15.1
17.4
61
7.1
4.7
2.5
46.8
9.1
14.6
67.2
15
33.2
15.7
38.1
18.1
29.1
15.1
25.5
17
66.5
22.9
21.6
65.3
41.5
68.5
63.8
63.3
51.9
32.3
12.4
45.7
52.2
42.5
47.2
46.3
44.4
21.9
12.6
49.8
65
21.8
16.5
27.1
68.7
21.4
95.4
25.6
29.6
94.9
24.5
19.1
22
55.8
61.2
34.7
6.5
93.7
34.4
5.4
17
45.7
80.6
54.6
29.9
6.2
67.3
24.7
36.2
18.2
9.3
63
30.6
68.8
19.7
25.6
80.3
11.1
40.5
53.5
59
5.1
49.6
70.4
28.2
17.5
25.5
45.5
54.9
58.3
76.1
25.7
62.3
64.9
51.8
63
44
52
27.9
68.1
62
16.3
62.8
18.2
22
37.3
64.9
64.2
8.8
96.6
41.8
51.7
68
11.6
49.4
58
13.5
72.2
38
17.1
58.7
40.9
73.7
35.1
15.3
19.8
34.6
51.4
61.9
22
52
16.7
48.9
69.9
32.3
31.9
14.1
52.2
18.5
61.5
52.4
3.1
3.8
31.4
32.1
15.2
42.9
45.3
56.8
14.2
37.8
39.5
68.7
25.8
41.1
72.6
25.6
92
46.9
27.6
57.2
14.2
18.2
49
35.3
34.6
67.7
16.5
27.6
32.5
48.4
76.7
66.5
5.4
44
36.1
14.1
68
65.4
48.3
60.2
59.4
10.6
66.8
43.4
66.6
57.5
47.9
38.1
8.5
68.6
13.6
16.2
22
60.4
37
38.2
56.7
33.3
42.9
76.8
16.4
56.4
43.6
50.3
28.7
44.5
76.9
35.2
25.2
35.7
54.6
45.1
10.4
33
39.3
27.5
62.8
23.7
20.2
68.3
15.6
57.1
6
21.3
47.7
62.7
7.1
7.6
13.7
7.3
31.1
59.9
48.2
56.3
15.2
65.5
22.1
33.4
60.2
64.4
20.3
21.8
38.4
49.4
61.1
30.5
48.7
13.2
27.7
34.1
22.8
61.3
64.2
44.6
62.3
14.2
65.3
48.7
13.7
7.1
6.8
15.9
15.5
36.7
29.3
41
23.7
31.2
53
5
30.7
24.6
57.1
56.1
69.7
63.1
35.6
21.8
44.7
23.9
62.4
32.7
60.8
69.7
12.3
20.7
37.2
46.6
78.7
5.2
56.4
10.6
78.4
40.6
27.4
22
13.2
26.3
41.9
21.7
47.7
30.5
65.7
37
3.4
20.3
28.5
25.4
19.1
47.5
12.7
7.8
15.4
36.1
20.6
21.1
24.2
44
56.6
63.6
51
45.5
67.8
50
15.3
69.6
25.5
3.5
21.6
38.9
54.6
12.4
17.6
64.4
22.6
59.3
58.9
41.8
41.2
46.7
35.2
17.6
30.2
11.3
10.4
65.8
70.9
9.4
43.9
47
14.9
33.4
47.2
43.4
57.1
66.6
47.1
42.4
66.3
19.6
37.8
32.7
57
10.4
48.8
19.2
27.6
53.6
6.6
46.5
17.6
62.3
41
58.7
26.2
7.7
29.1
31.3
29.4
14.5
16
55.6
26.6
53.8
19.5
18.7
23.6
47.7
37.3
14.2
27.6
60.1
43.6
2.2
5.6
38.7
35.5
17
62.4
32.7
32
57.1
29.2
15.6
48.1
69.4
18
7.1
17.2
59.4
50.7
12.8
76.1
54.9
77.2
49.9
69.6
17.3
57.5
29.5
63.4
25.6
71.6
65.1
47
33.4
9.8
65.9
23.6
38.8
6.2
36.4
39.3
36.6
27.6
77.2
59.9
60.9
43.2
29.5
49.3
35.8
57.5
2.5
1.9
9.5
7
28.7
50.6
13.4
99.3
90.9
43.9
3.7
11.9
37.2
62.5
20
79.8
69.2
45.5
2.6
25.6
17.1
60.8
64.9
17.4
30.1
27.7
5.3
60.2
63
41.8
37.7
6.5
8.2
44.9
67.4
25.5
25.6
64.7
59.9
28.5
9.3
2.5
9.1
69
57.1
23.6
44.7
57.9
9.9
64.1
45.2
3.2
50.4
49.1
8.2
22.5
23.9
9.7
50.2
73.1
31.7
2.9
54.8
12.5
19.9
19.7
5.1
68.9
61.7
6
10.6
61.6
38.2
7.7
43.6
44
43.8
55.3
13.2
49.6
62.5
65.2
53.8
64.8
25.8
56.4
63.2
3.2
60.4
89.1
46.4
10.6
40.8
41.8
56.1
65.3
21.4
25.9
5.6
22
28.8
43.2
7.3
16.1
45.7
68.6
69.4
91.6
32.7
38.7
55.5
28.5
69.3
29.1
38.6
60.5
28.7
62.4
39.2
13.3
53.1
36.6
66.7
13.7
23.3
55.3
27.1
19.9
40.9
41
3.8
64.3
14.9
54.6
61
41
57.8
62.4
64.2
56.8
62.9
63.2
79.1
25.2
21.3
51.5
22.1
29.2
72.3
47.4
7.1
66.8
67.1
65.9
62.8
92.8
19.7
35
56.6
11.9
72.3
8.1
63.2
36
70.4
46.5
21.8
31.9
34.4
50.1
22.2
31.9
16.9
67.1
29.8
29.4
51.1
9.6
23.2
50.1
48.1
14.2
14.2
28.2
39.3
7.9
33.2
87.1
20.9
45.5
39.1
40.4
72.2
19.3
28.8
29.5
19.3
13.1
46.4
49.3
51
55.3
66.8
76.5
34.9
57.9
31.5
18.2
78.5
63.7
19.6
21.5
49.7
70.9
46.3
8.3
56.5
79.6
67
8.1
55
6.7
33.8
37.5
52.1
62.1
28.2
32.2
8.4
67.3
24.1
27.6
82.8
10.7
39.5
20.3
7.9
85.3
35.5
27
67.8
47.9
5.6
74.2
25
6.2
68.2
36.1
82.6
30.9
2.1
38.7
45.7
38.1
20.8
63.4
28
18
24.5
30.9
18.8
39.7
35.3
1.7
66
64
76.9
41.3
65
43.1
33.3
50.5
9.8
33.8
21
21.6
66.6
54.4
47.7
51.8
25.3
33.1
6.2
21.6
45.5
51.8
40.5
43.1
37.7
51.7
20.3
71.1
54.2
62.1
29.1
66.9
28.4
70.8
9.4
28.5
8.7
21.5
67.1
38.3
6.3
55
84.1
16.6
26.2
40.9
45.4
46.5
38.6
22.3
46.9
35.9
59.7
16
37.6
30.4
84.4
24.7
75.1
12.9
67.3
45.6
40.3
22.2
14.8
19.6
34.7
14
18.2
9.1
54.1
23.4
7
31
4.1
64
36.4
62.9
61.2
29.6
61.8
43.5
59.9
18.4
23.8
56.1
25.8
13.9
23.1
69.5
37
59.4
56.9
55.3
42.2
56.1
27.2
25.5
76.1
47.1
13.8
30
51.9
68.3
32.6
51.9
7.3
30.2
3.2
33.7
68.7
57.1
50.9
49.9
76.4
17
2.4
27.9
16.4
38.1
79.4
87
11.6
62
9.3
36.2
57.1
16.2
34
52.2
18.1
5
65.3
10.3
59
18.6
63.4
23.1
10.7
38.6
5.3
45.2
64.6
33.8
44.3
9.6
3.8
15.2
71.3
38.4
33.1
54.1
49.8
56.9
33.9
63.9
55.9
55.7
47
11.7
73.4
80.7
55.8
17.1
22.6
12
56.9
35.3
45.2
23.1
14.8
21
46.9
36.7
19.5
15.2
27.3
36.6
40.4
6.2
25
12.5
62
15.8
14.6
20.4
30.2
65.2
8
17.1
18.7
51.3
34.9
76.5
71.5
69.1
39.7
64.2
44.6
35
32
64.7
24.2
74.5
73
44.6
20.8
20
60.4
18.1
51.8
38.7
83.6
93.1
18.8
50.3
58.2
49.1
29.1
42
63.8
77.8
22
63.6
6.3
27.7
17.4
63.3
10.6
2
13.6
47.6
15.1
46.1
29.6
32.5
1.7
2.8
41
59.7
64.5
35.1
53.4
44.6
33.5
5.4
41.5
65.1
9.9
59
44.1
66.6
17.8
35.5
58.3
28.5
10.1
90.5
60.8
19.7
34.6
19
57.4
34
57.5
40.7
20.8
46.6
39.4
20.7
3.9
45.4
16.8
70.9
21.6
32.7
24.4
63
40.9
67.3
49.9
3.7
21.1
27.2
51.4
30.6
78.1
22.6
14.8
37.9
18.9
35.3
28.9
60.2
20.1
38.5
14.5
62.3
69.4
3.9
16
3.8
62.8
32
7.4
6.7
54.8
46.8
3.5
42.8
9.3
69.3
15.7
64.8
52.4
51.3
56
75.3
34.1
32.2
34.2
32.8
21.8
34.8
37.9
50.8
32.2
31.5
52.3
17.6
19.3
52.6
54.3
20
58.8
36.7
57.2
51.2
6.2
35.4
20.9
45.6
13.9
69.6
21.1
32.8
53.1
28.9
20.3
27.3
64
51.1
48.9
16.1
45.6
39.8
45.4
59.6
22.3
54.4
76.5
33.7
54.9
31.3
64.5
63.7
58.4
48.7
5.9
3.4
16.5
55.2
13.8
62.3
33.8
58.3
15.5
54
4.2
39.6
48.6
43.2
62.6
9.3
58.4
30
18.6
74.1
24.8
15.8
11.8
40.7
54.6
7.4
62.6
18.6
55.3
62.7
2.3
1.7
43.3
28.2
22.2
53.7
59.6
26.9
52.8
64.7
43.9
66.1
24.1
43.2
17.9
17.5
42.5
68.7
15.5
84.8
57.2
40.6
54
28.2
24.1
43.7
33.7
19.3
46.2
37.4
35.9
6.4
52.9
32.5
10.4
64.3
4.5
18.8
33.3
4.5
48.5
59.7
19
23.1
30.1
6.8
2
3.8
52.8
32.5
54.6
22.9
34.3
41.5
38.9
64.4
45.1
32.1
16.8
24.5
74.7
51
70.1
3
3.2
40.6
56.4
4.6
24.7
16.4
40.1
54.8
71.9
63.1
63.9
13.3
55
54.1
37.9
33.1
63.9
39.7
58.7
38.4
38.7
88.6
47.4
17.1
59.7
20.6
45.9
26.8
9.2
61.5
32.7
6.4
2.5
38.9
29.4
12.7
21.5
22
8.2
16.1
20.7
94.9
24.3
35.6
27.3
15.9
61.5
44.6
35.6
29.7
40.9
32.7
62.7
28.9
78.7
4.3
49.7
48.3
6
53.5
26.1
41.6
54
21.3
6.2
68.2
59.4
52.9
49.7
39.6
64.9
12.5
16.4
69.7
25.2
37.9
49
62.7
51.8
54.5
28.5
30.9
6.3
20.1
56.9
27.5
32.7
15.9
53.4
51
12.8
70.4
3.9
9.2
69.4
6.7
32.9
43.7
83.5
43.6
28.7
29.9
79.7
31.4
35.6
51.2
94
61.1
5.8
68.7
34.9
17.9
94.3
53.1
69.6
69.3
43.6
63.6
45
7.8
33.5
67.5
26.2
68.8
7.8
25.4
93.7
36.3
16.3
53.8
29.3
46.4
51.4
12.2
50.7
61.1
69.1
37.6
10.7
55.3
40.4
38.1
73.5
37.2
34.1
48.4
37.9
10.2
26.6
25
36.3
39.9
38.2
13.7
19.1
62.7
48.9
17.2
8.9
58.6
3.3
72.4
2.4
17.2
19.4
68.3
17
27.5
24.1
58.7
3
2.4
30.1
79.3
63.7
35.1
19.8
9.6
34.1
23.3
69
31.9
69
66.7
12.1
22.2
29
60
11.6
23.3
39.8
40.6
6.3
55.7
47
19.2
16.4
59.3
34.3
56.4
49.6
65.1
30.5
69.3
21.3
82.1
9.2
23
6.7
37.9
50.2
50
5
33.4
11.4
18.1
53.3
63.3
49.3
35.2
24.1
35.1
11.6
78.3
5.1
26.4
10.2
32.6
16.1
61.6
51.6
23.3
16.9
32.3
96.6
30.7
44.7
26.2
21.7
67.6
96.8
8.5
15.6
53.9
67
21.9
64.2
77.7
27.7
9.3
39.8
41.1
37.6
42.3
64.5
24.7
8.6
61.8
43.8
59.7
13.9
49.6
55.7
14.1
18.8
23.5
54.9
65.1
51.8
59.6
14.1
27.6
68.6
30.7
42.3
51.8
22.8
52.4
53.4
7
70
50.1
94.9
72.4
6
23.4
40.5
41
11.9
37.6
9.5
68.2
74.4
4
50.8
56.8
27.2
23.6
45.1
10.3
58.4
63.9
67.8
43
14.7
64
59.8
87.3
44.3
44.8
13.9
23.6
46.1
10.2
78.5
53.4
44.1
46.5
15.9
1.9
66.1
59.3
26.6
32.7
51.5
17.7
1.8
38.6
53.3
71.2
78
59.4
2.8
60.4
41.2
42.1
34.7
67.7
88.4
22.9
29.1
26.5
77.5
44
54.5
14.3
66.2
27.2
33.1
68.3
11.1
68.8
10.4
34.9
50.5
5.8
12.5
11.3
7.4
24.4
52.5
13.2
79.6
33.5
23.6
73.2
54.4
80
55.5
5.9
72.7
30.3
19.9
6.8
74.9
14.2
26.3
39.5
17
58.1
58.3
67.2
7
31.9
6.9
3.6
41
13.2
2.5
2.4
51.9
87.3
2.2
33.5
38
31.7
27.4
20.8
14.3
25.7
17.2
33
8
13.8
25
20.8
68.8
17.7
45.4
24.9
7.8
19.9
59.8
20.5
71.4
41.3
18.9
10.7
29.4
40.6
56.5
10.7
72.6
59.8
40.7
91.5
8
19.3
40.8
38.9
39.7
26.6
5.7
48.7
3.1
25
18.1
46.7
57.7
51.8
45.5
61
36.2
14.1
64
22.8
66.3
51.8
17.7
8.2
67.5
47.3
37.8
22
41.6
53.8
36.4
30.2
34.7
81.7
66.2
47
35.6
12.9
49.7
88.9
25.1
54.2
59.6
41.7
71
67.1
57.9
17.1
30.1
91.2
49.6
59.5
64.9
43.1
86
34.2
26.8
78.5
45.3
47.4
4.4
58
38.6
35
22.4
41.5
27.2
37.8
41.5
9.8
32
5.4
57
37.6
60.6
24.1
67.2
71.9
54.2
28.4
46.5
27.6
57.3
54.8
25.3
72.3
22.9
26
49.9
4.6
64.4
68
65.5
8.7
72.7
55.7
32.6
13.9
60.1
37.6
44.1
73.3
51.1
62.2
42.2
18.9
18.8
69.8
40
3.9
64.1
36.5
27.2
23.5
30.4
5.1
53.2
47.1
45
41.8
17.8
48.1
50.1
25.3
50.7
16.5
21.4
49.2
42.7
53.6
48
3.5
27.8
43.5
62.6
29.3
44.3
43
59.2
11.6
62.6
76.2
28.2
56.4
26.2
18.8
54.9
2.4
14.6
37.9
8.3
20.1
61.4
48.8
40.9
52.2
44.3
9.7
31.3
63.3
9.3
58.2
7.1
32.6
31
59.5
53.7
6
38.7
92.7
47
11.2
24.4
37.9
25.1
52.1
3.9
13.4
46.1
52.3
43.6
34.3
6.9
44.2
50.4
21.7
20.2
4.8
55.8
30.5
62.1
26.5
38.9
43.4
39.4
47.7
36
16.7
26.3
59.4
28.2
37.4
70.5
4.5
40.2
44.4
65.9
9.3
39.4
56.9
10.3
28.6
20.4
44.4
22.9
36.9
51.4
32.1
72.1
78.4
48.6
51
15.3
52.2
59.2
10.4
20.4
69.3
37.2
9.1
72.4
6.4
22.4
49.9
80.4
69.7
16.4
33.1
32.9
65.4
22.4
54.8
43.4
18.7
10.8
45.2
67.5
35.3
44.6
42.5
24
56.6
57.5
55.1
64.9
57.4
55.5
46.3
9
55.8
35.7
45.8
66
40.6
41.8
91.8
22.4
2
23.1
28.4
67.7
37.1
13.2
12
32.1
4.9
30.4
67.9
4.4
8.3
20.7
36.9
8.4
28.1
64.5
59.7
42
78.7
56.7
18.6
22.7
20
15.2
40.4
49.8
27
64.2
65.4
45
15.5
67.7
40.6
33.5
17.3
23
80.2
42.6
17.7
58
52.1
27.3
11.2
6.7
69.5
31.3
72.4
46.6
39.1
27
8.6
36.1
13.4
9.5
21
65.4
23.9
33.7
17.3
60.3
68.4
67.5
12.9
49.7
28.8
50.1
25.6
35.9
68.4
47.7
43.1
48.1
23.7
16.1
60.7
18.7
44.1
48.3
8.6
67.3
33.6
25.6
14.4
50.7
19.8
81.7
39.8
51.4
33.7
50.4
6
50.3
40.8
57.2
68.5
60.6
46.1
38.2
18.5
15.2
75.3
8.5
69.9
4.8
21.6
19
11.2
65.8
19.1
54.8
56.3
69.1
73.9
11.6
24.1
60.3
16
68.4
45
51.5
12.1
24
46.1
51
44.6
11.4
60.8
11.9
49.8
9.6
54.5
74.7
38.5
75.4
53.7
51.1
57.3
68.3
34
52.8
49.2
60.5
2.9
9.5
56
24.5
9.2
66.6
54.4
4.7
19.3
96
62.9
54
4.5
2.3
93.9
90.3
17.5
62
23.6
19.5
36.9
31
62.8
41.6
7.9
66.5
65.3
34.9
78
6.1
67.2
69.6
91.6
25.9
76.7
40.6
12.1
13
3.3
63.9
32
24.8
38.7
66.3
48.9
19.1
66
52.7
36.1
13.6
68.3
30.9
20.3
66.5
32.3
88
36.9
9
31.8
53.6
41.2
14.5
58.6
9.8
53.5
3.1
13.8
11.4
50.1
14.4
77.7
17.2
15.3
41.2
50.2
28.6
62
55.3
52.1
33.3
66
26.2
56.6
17.2
34.9
35.5
28.4
46.1
33.1
66
30.1
71.8
14.5
19.5
44.8
39.7
33
65.6
13.5
21.8
11.2
33.1
69.8
2.8
10.8
3.9
25.2
7.9
18.7
8.8
37.9
35
28
31.1
38.4
16.5
8.5
34.8
39.3
54.1
41.2
28
48.6
14.3
23.2
56.8
53.4
17.2
22.2
68.9
69.9
32.9
16.5
76.2
29.8
11.1
51.7
34.8
52.4
64.1
51.3
52.5
11.2
30.8
4.8
46.3
22.9
25.1
2.6
62.3
33.4
38.5
19.1
56.5
45
52.2
42.3
1.9
31
32.9
18.8
19.6
25.6
31.2
14.1
58.2
65.9
10.6
44.5
46.3
52.2
24.7
12.3
30.3
59.4
53.9
47.3
55.9
36.7
47.6
62.1
23.7
44.5
33.8
6.8
56.8
10.1
2
16.7
5.5
38.4
57.8
2.6
58.5
53.1
17.5
62.6
21.6
3.9
29.6
28
16.5
14.4
41.9
17.3
63.7
29
34.1
41.5
40
10.8
24.7
11.9
28.5
54.7
46.8
10.5
60.7
30.6
36.1
3.5
37.6
8.5
63.2
83.3
40.2
9
61.8
54.7
7.7
9.1
68.6
33
21.1
22.8
63.6
7.8
10.3
22.6
58.6
45.4
21.5
34.5
58
62.7
41.6
31
8.3
31.2
7.8
47.5
55.1
41.9
17.5
36.2
78.4
67.5
53.7
4.2
21.2
84.6
17
11.4
24.5
20.3
65.5
40.9
62.3
51
54.2
15.6
61.6
56
8.4
50.6
9.4
11.6
10.7
46
37.3
8.5
60.8
27.4
25
29.1
61.5
3.2
64
20.2
18.6
87.6
34.4
38.3
24.2
25.4
65.9
32.5
31.3
22.1
36.3
17.5
60.1
41.1
83.3
25.6
19.5
69.6
19.9
61.5
57.1
36.8
86.8
21.1
27.5
55
48.9
44.9
26.4
58
16.1
67.2
37.2
27.3
49
20.5
58.6
69.9
27.3
28
72.4
26.7
62.5
43.8
23.6
24.4
57.7
30.2
27.6
35.9
46.1
8
38.5
7.6
43.4
70.4
61.6
6.7
7.9
7.1
41.4
39.1
9.5
13.2
39.4
44.2
3.4
5.7
43.2
79.9
17.4
57.8
48.1
11.7
51.6
17.8
49.5
63.7
85.8
56.8
6.3
45.6
36.2
47.5
44.7
34.4
49
3.6
50.2
32.3
74.4
50.8
65.3
55.6
57.2
6
55.7
49.5
60.8
70
37.3
19
30.1
26.1
34.4
53.8
57.2
63.3
79.4
50
70.2
48
14.7
49.6
85.9
19.7
67.4
34.2
4.7
55
7.9
7.6
6.2
37.2
57.7
15.9
26.9
62.8
64.4
3.1
15.4
54
33.5
40.1
31.1
50.5
65.9
26.3
51.1
67.8
28
68
49.9
20.8
8.6
79.7
48.2
7.1
4.4
45.6
61.4
59.3
55.8
29.4
42.3
39.2
47.9
46.8
34.7
20.1
47.5
23.6
44.7
51.9
32.4
48.3
21.8
4.9
49.5
63.6
29.2
10.5
44.2
24.2
13.8
50.2
13.3
38
68
47.9
25.3
9.1
39.2
26.8
55.8
6
17.7
43
50
13.9
57.8
40.9
58.9
94.5
17.8
52.2
8.1
52.8
15.9
17.9
47.9
72.6
33
17.9
45.1
33.2
29.7
3.4
77
55.8
36.2
6.2
55.5
46.8
20.1
37.9
46.6
14.6
39.4
27.4
27.8
34.6
59
8.8
29
51.3
39
60.2
47.1
20.9
48.3
34
14.1
36.2
9.4
48
69.8
50.8
70.9
74.1
8.3
31
57.2
44.7
98.3
53.3
45.9
78.7
48.5
14.5
16.6
9.6
30.6
45.6
29.9
13.3
32.9
60.6
66.6
13.5
47.4
34.4
57.8
20.7
50.5
47.4
35.1
44.3
66.9
11.8
9.7
27.6
20.1
76.8
82.4
20.5
6.2
53.9
67.4
63.7
67
27.3
76.6
98
43.3
12.3
61.7
20.1
13.6
38.1
67.4
28.1
61.3
18
68.1
60.6
34.1
41.1
31.8
