Fluorescence_intensity_R_20_1202
259.2 
4611.7 
4634.9 
5043.6 
242.7 
522.1 
2149.5 
263.8 
261.3 
176.6 
2374.5 
4713.9 
200.1 
5224.8 
524.0 
855.8 
248.6 
4249.4 
205.2 
170.1 
219.7 
180.9 
466.9 
156.2 
3834.9 
5980.7 
204.4 
233.4 
216.8 
191.7 
5945.5 
1059.5 
1089.9 
956.3 
178.3 
878.7 
1870.6 
228.2 
197.7 
682.0 
576.1 
5766.1 
993.1 
273.5 
253.0 
246.7 
5041.7 
3865.2 
4316.9 
924.1 
232.3 
259.8 
573.6 
225.2 
254.8 
538.1 
257.6 
168.4 
878.5 
840.3 
254.6 
180.2 
2056.6 
2314.8 
2431.9 
201.4 
574.2 
5785.7 
1058.5 
5579.8 
5793.2 
199.6 
416.5 
612.5 
975.4 
206.6 
479.5 
239.1 
257.6 
983.4 
948.8 
273.2 
388.1 
219.9 
1944.2 
395.3 
581.3 
1897.1 
3864.8 
2332.4 
195.7 
229.4 
209.5 
1025.6 
493.1 
157.9 
215.2 
4159.8 
4504.3 
185.0 
1045.4 
201.5 
265.1 
195.6 
168.7 
4397.5 
415.2 
254.9 
173.1 
266.9 
172.2 
273.2 
263.4 
582.9 
224.5 
2097.6 
5996.3 
472.2 
859.0 
204.1 
2142.8 
2305.7 
226.8 
1907.4 
1005.8 
251.7 
2349.4 
268.0 
262.4 
206.8 
265.5 
221.1 
271.3 
196.4 
1776.2 
415.8 
177.9 
513.4 
1015.8 
166.8 
592.3 
540.8 
4411.7 
217.0 
2511.9 
452.1 
209.0 
2413.5 
268.3 
167.4 
966.5 
2403.9 
158.6 
554.4 
166.0 
219.4 
184.4 
812.8 
1061.7 
661.9 
421.7 
3993.0 
264.4 
177.1 
1086.1 
244.0 
198.6 
612.4 
440.7 
5234.4 
2213.1 
464.0 
473.7 
184.8 
6026.5 
4998.7 
223.3 
861.8 
4909.8 
417.1 
468.2 
176.5 
159.5 
893.3 
950.0 
5508.6 
164.6 
247.5 
251.2 
192.5 
548.7 
214.0 
5304.6 
238.6 
2470.8 
408.1 
1925.9 
4533.5 
2158.7 
889.2 
516.7 
239.9 
4444.6 
194.2 
4720.1 
204.4 
186.5 
483.0 
2322.3 
1999.3 
224.7 
190.9 
1006.3 
4509.5 
1805.7 
181.7 
5733.5 
1980.1 
195.8 
820.2 
2012.8 
171.3 
211.8 
272.6 
217.5 
4998.7 
157.5 
863.7 
864.9 
261.9 
254.9 
223.9 
876.6 
162.9 
5982.7 
209.5 
174.1 
243.0 
2110.8 
237.8 
165.3 
474.1 
6042.8 
388.3 
243.3 
224.4 
237.0 
182.9 
242.0 
225.1 
187.7 
610.1 
171.1 
232.1 
1006.4 
382.6 
805.4 
1010.1 
5254.1 
246.3 
667.0 
179.3 
1040.7 
5852.3 
2466.1 
5394.6 
2618.5 
4625.0 
180.3 
188.4 
978.5 
5811.1 
222.1 
2455.7 
228.8 
2657.2 
444.6 
5786.7 
201.5 
500.4 
5434.9 
225.9 
197.9 
226.5 
5808.9 
818.7 
1051.8 
243.1 
226.3 
5701.8 
236.2 
807.9 
636.5 
227.0 
252.2 
266.2 
5121.9 
845.4 
252.1 
274.5 
230.1 
191.9 
165.9 
260.4 
229.4 
172.4 
1797.6 
1088.5 
160.0 
206.5 
229.5 
269.6 
198.8 
273.1 
215.6 
4957.2 
206.9 
2040.4 
251.5 
5623.8 
264.4 
901.2 
2311.2 
234.2 
263.0 
159.4 
177.2 
241.0 
435.6 
5013.9 
233.1 
211.9 
187.3 
3976.2 
255.7 
992.0 
259.6 
173.3 
4058.4 
4219.9 
264.6 
241.3 
647.1 
171.1 
230.3 
165.0 
266.3 
1003.7 
258.5 
174.1 
220.1 
246.9 
4477.8 
2204.0 
2041.4 
3957.7 
179.5 
158.1 
416.4 
5866.1 
1060.5 
262.3 
248.1 
161.0 
1983.4 
5241.9 
441.9 
859.2 
272.9 
1031.0 
974.2 
262.0 
1044.7 
216.2 
212.3 
251.7 
2474.7 
2269.4 
435.9 
2203.5 
2562.8 
850.8 
4030.7 
934.7 
215.5 
5861.7 
270.1 
2149.4 
173.0 
996.1 
262.3 
264.7 
183.7 
4946.3 
218.8 
5902.1 
967.0 
4145.7 
209.0 
225.2 
540.8 
158.4 
157.9 
263.7 
611.1 
236.0 
662.3 
233.8 
634.6 
191.1 
166.8 
229.2 
262.6 
238.1 
401.9 
160.8 
1068.4 
1022.4 
260.1 
274.7 
231.7 
4556.4 
166.4 
157.1 
183.3 
549.3 
525.1 
189.6 
232.4 
207.1 
2594.2 
226.6 
194.5 
4779.1 
676.2 
174.6 
251.2 
856.2 
566.2 
1067.2 
164.8 
255.5 
1068.7 
186.4 
